trial_id,temp,pH,latency_ms,success,seed
378,32.0,7.4,1.1331172276628467,1,42
379,32.0,7.4,1.1368118641519707,1,42
380,32.0,7.4,1.113931606746822,1,42
381,32.0,7.4,1.226863727394759,1,42
382,32.0,7.4,0.8467732211324188,1,42
383,32.0,7.4,1.3626504351307207,1,42
384,32.0,7.4,1.1649556190264032,1,42
385,32.0,7.4,1.160992158688397,1,42
386,32.0,7.4,1.0181762158947878,1,42
387,32.0,7.4,1.1049757701551761,1,42
388,32.0,7.4,1.3411704478199327,1,42
389,32.0,7.4,1.3874689696071085,1,42
390,32.0,7.4,1.3116710016358153,1,42
391,32.0,7.4,1.0565601906217155,1,42
392,32.0,7.4,1.1398911120535797,1,42
393,32.0,7.4,1.2796502305133504,1,42
394,32.0,7.4,1.179065613354771,1,42
395,32.0,7.4,1.1605262546920558,1,42
396,32.0,7.4,1.162436031191846,1,42
397,32.0,7.4,1.3719994086609875,1,42
398,32.0,7.4,1.2939483128231564,1,42
399,32.0,7.4,1.1695239218219413,1,42
400,32.0,7.4,1.2571483960373295,1,42
401,32.0,7.4,1.0397347272451711,1,42
402,32.0,7.4,1.1401388512434454,1,42
403,32.0,7.4,1.3567924007496277,1,42
404,32.0,7.4,0.9976212955820856,1,42
405,32.0,7.4,1.29572769620487,1,42
406,32.0,7.4,0.9252119137714439,1,42
407,32.0,7.4,1.4460389768476432,1,42
408,32.0,7.4,1.1370792610632905,1,42
409,32.0,7.4,1.2672114198552977,1,42
410,32.0,7.4,1.2279385535517535,1,42
411,32.0,7.4,1.2329111464354916,1,42
412,32.0,7.4,1.2546215463691401,1,42
413,32.0,7.4,0.9764568657686511,1,42
414,32.0,7.4,1.2357457218225716,1,42
415,32.0,7.4,,0,42
416,32.0,7.4,1.1868320174003393,1,42
417,32.0,7.4,0.9875636862214762,1,42
418,32.0,7.4,1.2882639648625627,1,42
419,32.0,7.4,1.1475238743655383,1,42
420,32.0,7.4,1.2848280367873457,1,42
421,32.0,7.4,1.4355734724197284,1,42
422,32.0,7.4,1.4286759325848983,1,42
423,32.0,7.4,1.1903996695102157,1,42
424,32.0,7.4,1.323376860541782,1,42
425,32.0,7.4,1.1642215329285674,1,42
426,32.0,7.4,1.2395630198777468,1,42
427,32.0,7.4,1.002116923958692,1,42
428,32.0,7.4,1.1021331056581574,1,42
429,32.0,7.4,1.2913107683210756,1,42
430,32.0,7.4,0.9704737106828325,1,42
431,32.0,7.4,1.2253323625947021,1,42
432,32.0,7.4,1.23687209293973,1,42
433,32.0,7.4,1.2959423070111384,1,42
434,32.0,7.4,1.0027834344100843,1,42
435,32.0,7.4,0.9792979873458263,1,42
436,32.0,7.4,1.3482616577944302,1,42
437,32.0,7.4,1.2369835564957627,1,42
438,32.0,7.4,1.1660356695647065,1,42
439,32.0,7.4,0.9974389083606809,1,42
440,32.0,7.4,1.1570028909204755,1,42
441,32.0,7.4,1.062249119586283,1,42
442,32.0,7.4,1.3403163833604166,1,42
443,32.0,7.4,1.0303290501076479,1,42
444,32.0,7.4,1.1810064787900165,1,42
445,32.0,7.4,1.324769809357293,1,42
446,32.0,7.4,1.2974716971483269,1,42
447,32.0,7.4,1.1496471392015524,1,42
448,32.0,7.4,1.2994400617238844,1,42
449,32.0,7.4,1.3250160282904988,1,42
450,32.0,7.4,1.2306430497284728,1,42
451,32.0,7.4,1.2737594990825611,1,42
452,32.0,7.4,1.182794704805576,1,42
453,32.0,7.4,1.3678282047670474,1,42
454,32.0,7.4,1.2011081640611216,1,42
455,32.0,7.4,1.0185003931388237,1,42
456,32.0,7.4,1.2812573213978065,1,42
457,32.0,7.4,1.0684929008820812,1,42
458,32.0,7.4,1.3883472736844567,1,42
459,32.0,7.4,1.2690632524116312,1,42
460,32.0,7.4,0.946197917524259,1,42
461,32.0,7.4,1.331809010792849,1,42
462,32.0,7.4,1.251207215548002,1,42
463,32.0,7.4,1.3105306923851083,1,42
464,32.0,7.4,1.2186740115427765,1,42
465,32.0,7.4,,0,42
466,32.0,7.4,1.1408879730954502,1,42
467,32.0,7.4,1.4064627904374167,1,42
468,32.0,7.4,1.15078321848055,1,42
469,32.0,7.4,1.4125330230633613,1,42
470,32.0,7.4,1.1542728314274275,1,42
471,32.0,7.4,1.1733507180987761,1,42
472,32.0,7.4,1.0737783984637344,1,42
473,32.0,7.4,1.1063568440974607,1,42
474,32.0,7.4,1.2074118833280274,1,42
475,32.0,7.4,1.2444780294558544,1,42
476,32.0,7.4,1.3478757224881763,1,42
477,32.0,7.4,1.1826959440962148,1,42
478,32.0,7.4,1.0574327073836547,1,42
479,32.0,7.4,,0,42
480,32.0,7.4,1.264905793663336,1,42
481,32.0,7.4,1.3730708838419292,1,42
482,32.0,7.4,1.4356527481304455,1,42
483,32.0,7.4,1.1408541736836955,1,42
484,32.0,7.4,1.1296349638067256,1,42
485,32.0,7.4,1.143826720780802,1,42
486,32.0,7.4,1.189019383611529,1,42
487,32.0,7.4,1.1607222050572104,1,42
488,32.0,7.4,1.0504236001459588,1,42
489,32.0,7.4,1.2595586731236224,1,42
490,32.0,7.4,1.1602875308022758,1,42
491,32.0,7.4,1.5371427024127973,1,42
492,32.0,7.4,1.3414681778096997,1,42
493,32.0,7.4,1.1622197736629083,1,42
494,32.0,7.4,1.2926662439066476,1,42
495,32.0,7.4,1.2871109631361395,1,42
496,32.0,7.4,1.3615618553261761,1,42
497,32.0,7.4,0.9711666146674736,1,42
498,32.0,7.4,1.0388764119252707,1,42
499,32.0,7.4,1.0962789137357491,1,42
500,32.0,7.4,1.2110518988239796,1,42
501,32.0,7.3,0.6604138662576521,1,42
502,32.0,7.3,1.0742448671693612,1,42
503,32.0,7.3,1.4220541077860323,1,42
504,32.0,7.3,1.0327770630916469,1,42
505,32.0,7.3,1.250241474001978,1,42
506,32.0,7.3,1.2606295649329458,1,42
507,32.0,7.3,1.2764916322539148,1,42
508,32.0,7.3,1.3255361586160923,1,42
509,32.0,7.3,1.3720640774098325,1,42
510,32.0,7.3,1.454996860174851,1,42
511,32.0,7.3,1.1534891815813566,1,42
512,32.0,7.3,1.0800568985258268,1,42
513,32.0,7.3,1.2784945310866878,1,42
514,32.0,7.3,1.2756664443225578,1,42
515,32.0,7.3,1.3418234424616768,1,42
516,32.0,7.3,,0,42
517,32.0,7.3,0.9760938367544456,1,42
518,32.0,7.3,1.3145153732515258,1,42
519,32.0,7.3,1.5551129257080376,1,42
520,32.0,7.3,1.251725374657509,1,42
521,32.0,7.3,,0,42
522,32.0,7.3,1.4622514623799212,1,42
523,32.0,7.3,1.2400205705291723,1,42
524,32.0,7.3,1.2769505099338052,1,42
525,32.0,7.3,1.1546568568567552,1,42
526,32.0,7.3,1.2398768622169796,1,42
527,32.0,7.3,1.1360822973468265,1,42
528,32.0,7.3,1.23245231135382,1,42
529,32.0,7.3,,0,42
530,32.0,7.3,,0,42
531,32.0,7.3,1.2703861683547304,1,42
532,32.0,7.3,1.1288421139813756,1,42
533,32.0,7.3,1.1914207229447191,1,42
534,32.0,7.3,0.8895659380307821,1,42
535,32.0,7.3,0.9425508477919414,1,42
536,32.0,7.3,,0,42
537,32.0,7.3,1.1477555776666586,1,42
538,32.0,7.3,1.2819442348414258,1,42
539,32.0,7.3,1.132607157192786,1,42
540,32.0,7.3,1.2508403601803009,1,42
541,32.0,7.3,1.1227750251583177,1,42
542,32.0,7.3,1.31526311334644,1,42
543,32.0,7.3,1.1964715851802892,1,42
544,32.0,7.3,0.9703661609981626,1,42
545,32.0,7.3,,0,42
546,32.0,7.3,1.102511454786079,1,42
547,32.0,7.3,1.0995052965415413,1,42
548,32.0,7.3,1.1061236567449872,1,42
549,32.0,7.3,1.3628670313931974,1,42
550,32.0,7.3,1.1578243238692152,1,42
551,32.0,7.3,,0,42
552,32.0,7.3,1.2665219298389423,1,42
553,32.0,7.3,1.2845976707626159,1,42
554,32.0,7.3,1.3140776317212641,1,42
555,32.0,7.3,1.4228907349348132,1,42
556,32.0,7.3,1.2433455892195895,1,42
557,32.0,7.3,1.3245845202021143,1,42
558,32.0,7.3,1.1049710200884382,1,42
559,32.0,7.3,1.4976787292552198,1,42
560,32.0,7.3,1.2325001397314335,1,42
561,32.0,7.3,1.1042324173300646,1,42
562,32.0,7.3,1.1414638158431787,1,42
563,32.0,7.3,0.9126622786496519,1,42
564,32.0,7.3,1.1404932136652493,1,42
565,32.0,7.3,0.827958725159181,1,42
566,32.0,7.3,1.3367583143427715,1,42
567,32.0,7.3,1.2796366714835563,1,42
568,32.0,7.3,1.058907561217283,1,42
569,32.0,7.3,1.2046297581266958,1,42
570,32.0,7.3,,0,42
571,32.0,7.3,1.5929630822255185,1,42
572,32.0,7.3,1.208609929928652,1,42
573,32.0,7.3,1.073278617993153,1,42
574,32.0,7.3,1.2181628943068183,1,42
575,32.0,7.3,1.1838159363010976,1,42
576,32.0,7.3,1.096175551501525,1,42
577,32.0,7.3,1.368951040459355,1,42
578,32.0,7.3,1.3110002831371195,1,42
579,32.0,7.3,1.2558670172041788,1,42
580,32.0,7.3,1.085607278819179,1,42
581,32.0,7.3,1.4994287452257469,1,42
582,32.0,7.3,1.2689315001129522,1,42
583,32.0,7.3,1.1203362457588046,1,42
584,32.0,7.3,1.3848232486000718,1,42
585,32.0,7.3,1.2303488520303905,1,42
586,32.0,7.3,1.3628103945552672,1,42
587,32.0,7.3,1.2758141215511267,1,42
588,32.0,7.3,1.5581648076231158,1,42
589,32.0,7.3,1.0486671286771019,1,42
590,32.0,7.3,1.1282884260596018,1,42
591,32.0,7.3,1.682207526970929,1,42
592,32.0,7.3,1.1968753297786725,1,42
593,32.0,7.3,1.033409388436481,1,42
594,32.0,7.3,1.3016424421177522,1,42
595,32.0,7.3,1.3851460151621442,1,42
596,32.0,7.3,1.1946394756178735,1,42
597,32.0,7.3,0.9166584508543499,1,42
598,32.0,7.3,1.0692708935489093,1,42
599,32.0,7.3,,0,42
600,32.0,7.3,1.2477731660944804,1,42
601,32.0,7.3,1.378179393585008,1,42
602,32.0,7.3,1.3831858681504134,1,42
603,32.0,7.3,1.2060886031496514,1,42
604,32.0,7.3,1.3155994460939007,1,42
605,32.0,7.3,0.9623027073951528,1,42
606,32.0,7.3,1.4462547070708918,1,42
607,32.0,7.3,1.4309655763173255,1,42
608,32.0,7.3,1.2905068294958186,1,42
609,32.0,7.3,1.2535150826851689,1,42
610,32.0,7.3,1.2081421392331952,1,42
611,32.0,7.3,1.3980944216468734,1,42
612,32.0,7.3,1.3345229475457239,1,42
613,32.0,7.3,0.7606409413991353,1,42
614,32.0,7.3,1.1547387068802388,1,42
615,32.0,7.3,,0,42
616,32.0,7.3,1.0347024907768094,1,42
